mfcc,chroma,mel,label
-339.6643~101.488785~-25.652828~5.079512~1.0299242~-5.8958826~-17.842182~-0.7874471~-11.671786~-15.340033~-7.704323~3.3621178~0.07429164~-2.0886703~6.269581~8.036318~2.5525973~-2.302438~-9.628823~-9.165128~-3.8542733~-3.6109266~-0.46899363~-1.2187849~-4.863274~-3.818816~0.736391~3.4306636~2.3796818~1.8554062~4.7475023~5.100474~2.1454558~1.6089929~2.0198653~2.918965~0.17693393~0.91176647~-0.07313458~2.5487041,0.5771722~0.548851~0.5676383~0.50184214~0.42698628~0.4347948~0.50653875~0.51700145~0.50207555~0.52800214~0.5114685~0.5228392,0.0022730033~0.0048687~0.003993782~0.0040704827~0.008025206~0.0636196~0.6345461~1.274132~2.0080986~1.1119183~0.7459374~0.39092222~0.535274~0.83730936~1.3218287~2.5639274~5.3711433~23.724646~41.85827~18.926798~2.5996845~0.76134634~2.2566123~2.9569128~2.6897907~0.9584708~1.1619966~1.2968905~1.1618769~0.54761374~0.65430886~1.0503479~3.1502657~7.6652946~7.879802~8.254832~7.267921~2.8681016~0.63869584~0.24038115~0.11870722~0.14294751~0.27772805~0.27078822~0.27433208~0.4062793~0.41880667~0.49617654~1.2167511~2.4543352~1.6483771~0.13744766~0.07194091~0.05507285~0.025080496~0.035138123~0.040036827~0.027004639~0.049216837~0.05136997~0.029442176~0.034410644~0.028189182~0.03148932~0.07273965~0.19033283~0.20781831~0.10746381~0.041658327~0.03934308~0.053275626~0.05874008~0.042220604~0.010267923~0.007255109~0.012111513~0.018190622~0.00897429~0.0036987637~0.0035703895~0.0021620942~0.0023016613~0.0020224818~0.0019257672~0.003716089~0.0055103507~0.004444625~0.005185977~0.009039964~0.010270262~0.00948541~0.013417488~0.0077172755~0.007652897~0.006209038~0.005808717~0.004622022~0.0046448587~0.0041689333~0.0026625253~0.002342331~0.0027346448~0.0019816728~0.0016187648~0.0010772111~0.00082157913~0.00081071066~0.0008053504~0.0009703936~0.0012186522~0.0008891557~0.0008006704~0.00069286325~0.00058696966~0.00048623545~0.00045406385~0.0004328634~0.00032231704~0.00019506038~0.0001223577~8.655247e-05~5.640893e-05~4.7532296e-05~4.0066363e-05~3.741816e-05~3.5682082e-05~2.2292965e-05~1.2554063e-05,happiness
-416.3443~58.9372~3.4778993~8.276432~0.42726582~10.230029~-12.253047~3.608695~3.5493207~-4.8811016~-5.92066~3.4666102~-0.9801447~-0.3840913~1.425392~2.8231208~0.74215585~1.1678152~1.3372592~-0.79780424~-0.08319242~0.6388754~0.71351385~1.6923023~-0.3212177~0.9773839~0.38263983~0.25666907~2.0269108~2.517591~3.4164288~3.6707163~3.3197262~3.1162753~2.2829552~3.2093258~4.3171377~4.2865257~3.5572667~3.218265,0.73430955~0.71365106~0.6843683~0.65284306~0.6568057~0.68430436~0.6733965~0.6854073~0.6890863~0.6944046~0.6822259~0.6955394,0.19505075~0.13693559~0.11421029~0.29312098~1.5879245~3.3346148~5.8708653~4.937152~4.9043665~2.408802~2.6262505~2.4735172~4.065475~6.9613624~6.4225535~7.7178216~8.3894~12.2276745~4.6098948~3.8136995~2.9044757~1.6334203~1.3092886~1.1467394~3.5647738~4.552431~2.3709445~0.60970986~0.28985527~0.28123486~0.25515285~0.6515062~1.3738005~2.404871~1.2490062~1.1529447~0.7628575~0.14250092~0.07708455~0.10326495~0.38753355~0.7121473~0.63232017~0.099984966~0.16362743~0.2598062~0.120664194~0.08043734~0.07948547~0.05122813~0.040703457~0.03264754~0.041001566~0.08997316~0.053377926~0.10790351~0.2548594~0.12228202~0.043193985~0.06342818~0.11074288~0.11862989~0.108334586~0.06134809~0.11255223~0.081429705~0.08691009~0.10057468~0.047688257~0.042344805~0.02277223~0.023334699~0.0117914295~0.015369561~0.010227077~0.0069320863~0.008077161~0.005586399~0.007007776~0.0068494584~0.010317235~0.011745778~0.009567574~0.0066439086~0.0051367837~0.004079604~0.0037929742~0.0034363312~0.0030415172~0.0028915033~0.004204852~0.0036542374~0.0031334655~0.0031055585~0.0026145198~0.0025482401~0.002758056~0.002299758~0.002497286~0.0029424257~0.003521591~0.0031426607~0.0031312369~0.0027867577~0.0026546612~0.0029855873~0.0022201908~0.002046701~0.00170125~0.0018462733~0.0016486964~0.0013889968~0.0013388034~0.0011397457~0.0007995444~0.00062148157~0.0005197612~0.0004001253~0.0002803636~0.00024581328~0.00020623731~0.00018572244~0.00012215042~8.9537876e-05~7.920934e-05~6.874717e-05~4.842467e-05~2.7779794e-05,happiness
-286.79092~112.08935~-18.332954~7.5177884~-9.007073~4.745653~-34.25717~-11.025732~-8.145438~-14.104049~-15.907985~-8.192052~-17.028484~-9.618946~-15.270106~-6.619318~-6.1707897~-12.317151~-12.901058~-6.342988~-14.2769165~-18.549755~-4.016497~-13.36058~-11.68847~-7.497548~-10.048791~-8.840481~-8.580118~-6.7001214~-6.3051353~-2.753871~-4.898333~-4.119171~-4.838477~-1.1490968~1.9293958~1.7578106~1.8002485~6.3612213,0.5699215~0.56771904~0.58647096~0.58828866~0.533026~0.5183023~0.6020165~0.6779661~0.69362444~0.6844402~0.6341318~0.6227278,3.4513283e-05~0.00019226657~0.0016684048~0.16268086~3.1965277~21.755257~48.720062~32.18099~10.452635~0.52198505~1.1166433~8.154376~13.031417~13.209244~15.748134~19.748789~8.981735~7.4213386~14.694206~21.643576~16.406982~3.6266658~3.2351887~1.9603517~2.4611888~2.2284524~5.5491076~4.304036~0.709798~0.440342~0.6260335~1.137475~2.5278957~3.7012985~0.8148458~0.19191965~0.34726~0.2679239~0.5253454~1.0257372~0.3186351~0.080099925~0.15020707~0.97554505~0.98752636~0.10107332~0.067745775~0.33655432~0.3899691~0.2278643~0.1457262~0.22646685~0.49648312~0.33723015~0.3909628~1.4261521~2.810842~0.84452367~0.6996118~0.37056497~0.16981468~0.22723027~0.42466617~0.35629776~0.62347245~1.1438006~0.41916513~0.35799706~0.2151289~0.14409812~0.098415494~0.059239578~0.06833548~0.06996685~0.0442178~0.03330348~0.026358895~0.024394032~0.031695504~0.033064365~0.03472602~0.047848586~0.046291247~0.022525616~0.0502884~0.027374916~0.05703572~0.06056531~0.05717082~0.10618037~0.05974706~0.13151291~0.1426501~0.076205716~0.08381322~0.06766031~0.069527104~0.039884027~0.035903905~0.026294898~0.030274117~0.040728178~0.035031516~0.033333022~0.030317917~0.017857978~0.011596406~0.010919374~0.01114994~0.009835782~0.009203402~0.007996911~0.008346567~0.007784312~0.006480671~0.004191045~0.0043145423~0.0031240906~0.0019190796~0.00079345~0.00036615966~0.00016348394~0.00011257085~0.00013001861~0.000109347915~5.828607e-05~3.4984976e-05~1.597437e-05,happiness
-294.44223~94.63886~-37.00889~-5.0040975~-17.420614~-5.3156166~-39.661587~-12.869046~-18.872786~-23.054346~-20.02636~-13.044886~-16.932625~-18.58383~-7.8901057~-10.614671~-4.2368555~-3.604871~-15.9645605~-10.780409~-3.0210946~-13.890339~-7.6989126~3.4039323~0.33292285~3.1571786~4.076757~10.752192~6.5505075~5.582845~1.8742931~-1.0185223~0.36978078~2.662885~1.728669~5.8448825~-0.6238701~-0.54611874~3.0390024~-2.5493984,0.6041709~0.5790593~0.6220333~0.5741369~0.49634185~0.4820177~0.49942985~0.47326797~0.46212235~0.5215599~0.5679571~0.6028653,1.4365213e-05~0.00020097957~0.0009501754~0.0021073818~0.0033944997~0.07557963~2.9495342~9.057797~10.921653~11.0754795~11.58545~13.775131~22.333178~25.79429~5.4716005~1.9253293~4.4147425~21.505737~33.712124~30.682245~17.460306~6.9577584~4.3375673~1.3197576~0.96109957~0.6013068~0.47001794~1.6010641~4.9351006~5.5190063~2.419253~2.1447792~1.8212848~1.5647304~0.759704~0.58474755~1.679556~2.2402248~0.58901834~0.16633056~0.19191271~0.23430426~0.32059827~1.4536502~3.5577013~0.816458~0.4442405~0.48363116~0.25796598~0.519863~0.8481299~0.5219513~0.52232313~0.9070268~0.8047055~1.3751507~0.9753037~0.42447093~0.34277698~0.4461003~0.6160462~0.65224946~0.7051261~1.1777172~0.74258125~0.6478709~1.2886714~0.96476686~0.22031623~0.18339755~0.1046773~0.048619717~0.06000477~0.06697211~0.07859213~0.11723787~0.10098088~0.07447196~0.027436718~0.048008688~0.03090903~0.0056071347~0.0023558058~0.0017405802~0.0041697025~0.009658546~0.0067996676~0.016902734~0.025364585~0.015630918~0.019688016~0.021378418~0.038431194~0.018322112~0.01620975~0.024503501~0.015576705~0.013314807~0.009135024~0.0071944~0.01693784~0.0134912105~0.010900762~0.009602744~0.006950525~0.0054340498~0.0051759575~0.0066945134~0.005844602~0.003757057~0.0026782015~0.0028472722~0.0026977952~0.0028781304~0.0024115688~0.0012876674~0.0005250626~0.00033861343~0.00022890615~0.00019637911~0.00016852771~0.00016460322~0.00017151164~0.00016598389~0.00011068773~5.0041283e-05~2.646877e-05~9.241715e-06,happiness
-272.32916~123.97004~-0.8427492~30.65013~-1.0928584~24.671707~-10.2697525~-10.4002285~0.48723805~0.006506795~-17.069492~-8.485008~-2.6055515~-5.540646~-1.9980563~7.503579~-0.77312434~-3.1517568~-2.9799552~-9.744418~-4.4968586~-3.0848503~-2.109258~-10.422331~-10.247146~-2.63829~-10.377008~-6.5495768~-4.247412~-6.1449356~-5.492814~-6.0682244~-3.911453~-5.116193~-6.6836514~-3.3311644~-6.8829274~-3.0049992~-5.467017~-5.1382103,0.7459783~0.74187666~0.7319516~0.6572934~0.57049865~0.52840936~0.50707346~0.5632451~0.639283~0.7131939~0.7566155~0.7764025,0.001430025~0.2521711~6.6254716~35.880054~28.904583~2.8564363~2.7869337~8.014464~10.027064~4.2412386~1.5681795~3.2750256~10.4784975~27.70176~21.113306~11.867142~9.392054~10.752865~5.5565615~4.506242~4.4564147~1.2234074~0.6053229~0.55529845~1.0745645~0.43324724~0.23703313~0.30577204~0.52691203~0.43394813~0.4252393~0.69559145~0.93645906~0.8282052~0.45493928~0.7655137~2.480815~0.6764973~0.111088485~0.3024911~0.3430171~0.058642503~0.06414434~0.0843522~0.05822027~0.105436474~0.104373515~0.15666932~0.17093815~0.335978~0.18460535~0.5043183~0.7684752~0.44191083~0.39223278~0.1828153~0.37599626~0.31509247~0.5586655~0.21599351~0.21333383~0.2814352~0.23774667~0.44386822~0.20553866~0.08673991~0.035034243~0.05091531~0.04076542~0.059739757~0.04853253~0.0748961~0.0626587~0.080303974~0.07959458~0.053672176~0.02956863~0.043932695~0.07803331~0.0587594~0.07034671~0.067068875~0.06552494~0.054452367~0.09696779~0.0757208~0.053204004~0.1061196~0.106614396~0.080602646~0.12710525~0.13302277~0.08344788~0.121900246~0.07545474~0.09492802~0.053877547~0.040701672~0.024243668~0.020514593~0.027686236~0.048202686~0.036021803~0.035451718~0.02566405~0.012417125~0.009023242~0.007212694~0.0060800808~0.0067152623~0.006656628~0.005017774~0.0049208202~0.0040450483~0.0031521777~0.0025293475~0.0021380694~0.0017643638~0.0014078866~0.0010783289~0.0005748761~0.00035832642~0.00027356768~0.00033888052~0.00034310832~0.00021742079~0.000112455506~5.277902e-05,happiness
-299.73544~98.52229~-24.044796~19.609589~-24.473694~7.5054755~-16.205454~-13.190905~-12.149492~-10.180198~-15.967188~-13.739694~-13.25884~-11.853457~-2.5068183~-6.1085734~-9.464712~-4.3838153~-3.8139713~-15.388347~-8.785207~-4.105185~-7.1283674~-6.221335~-8.327764~-5.6931105~-4.6556993~-4.1076975~-6.8609447~-5.4396377~-6.2851453~-4.882013~-4.9535627~-1.7793785~-6.442911~-3.8121805~-3.396711~-4.01696~-3.9697783~-3.7999415,0.6944986~0.646268~0.6598923~0.6503731~0.66245514~0.6011527~0.55253744~0.56541175~0.579185~0.59531426~0.6463626~0.7273825,2.7816033e-05~0.000672691~0.020751236~0.51585686~3.0848408~2.7230468~1.6105988~1.1676267~0.68896335~3.0912118~5.999326~4.213578~4.3512917~4.6356144~8.644608~17.26765~8.976527~4.4857473~4.493686~7.6303487~6.573105~3.7236717~1.1907153~0.35720482~0.93998086~1.6594442~1.3148979~1.1575094~0.72677165~0.48100019~0.90105265~2.4419992~3.1666172~2.1910837~2.2144048~6.918088~6.3972583~2.5265555~1.4076967~0.9175671~0.4835836~0.1469521~0.15043424~0.23850416~0.17145234~0.14823537~0.29785776~0.28731844~0.35199058~0.68670875~0.8585406~0.75567317~0.45288402~0.2833489~0.16344509~0.16849798~0.2950207~0.3241323~0.25482723~0.09976374~0.21082173~0.17595847~0.108040035~0.06478021~0.031364705~0.021051686~0.022505363~0.01651884~0.026105039~0.05632538~0.08663657~0.07146793~0.054521393~0.10713385~0.10636449~0.07222728~0.04022097~0.041010354~0.046596874~0.034324832~0.017478576~0.030372117~0.030454569~0.021095257~0.057962056~0.08150143~0.0692732~0.11025944~0.09321971~0.12719557~0.07295271~0.06371179~0.048963726~0.06228038~0.063819095~0.041072536~0.03190831~0.030417813~0.031718474~0.03593232~0.035506975~0.031928908~0.029361894~0.018387444~0.011815728~0.005043325~0.005053689~0.004678443~0.004160444~0.0039896034~0.0032871624~0.0024929084~0.0021735611~0.0017172949~0.00097108743~0.00080469856~0.00045004662~0.00019307178~9.439267e-05~6.806721e-05~4.3925156e-05~4.2515112e-05~4.25854e-05~4.3464006e-05~3.499134e-05~2.395391e-05~7.4953773e-06~1.8946276e-06,happiness
-239.06717~110.908844~-21.366386~18.620375~11.340426~10.07832~-21.196873~-1.236017~-2.1392772~-10.145069~-6.6873717~-1.189683~-10.57007~-8.419658~-6.085222~-2.363785~-5.5222607~-3.7519677~-14.209084~-10.542015~-5.2842574~-10.714971~-1.9481769~-3.0787735~-7.985938~-2.4424992~-0.2824887~3.009869~-2.3658872~2.0027559~8.850461~11.603929~8.891259~6.6902447~7.6254063~4.020883~-0.6403752~0.2629728~2.9754043~5.3531895,0.6513588~0.5342769~0.51403064~0.47399348~0.39022213~0.38379142~0.5231313~0.51129645~0.50863266~0.56479895~0.62792605~0.7321442,0.031388137~0.046318054~0.062627174~0.07584707~0.21972373~2.7477295~50.852604~117.713455~65.57938~24.962774~35.548637~15.009387~0.5251472~0.6285953~2.5690923~9.82226~17.346085~27.845945~18.57052~12.600494~6.799586~1.9344251~1.1265128~3.1697588~6.003006~3.1738646~2.2408974~1.0050867~0.6373864~0.72744966~0.86868906~3.7700808~4.787704~2.3734446~0.60210186~0.39250782~0.35649934~0.49826986~3.5417328~3.8982518~0.84748346~0.19350715~0.1381053~0.30994093~1.5296705~0.8803352~0.27811527~0.39378837~0.5693108~2.4686644~0.8542909~0.22819415~0.3103905~0.5701966~0.27878386~0.17742501~0.36713794~0.7541436~1.1639605~1.4409249~1.9081863~0.38101217~0.46447408~0.87530154~1.1943992~0.8297861~1.8007957~0.7841671~0.28146547~0.26615706~0.36986664~0.48534238~0.14436772~0.06292568~0.048734535~0.10929825~0.0850276~0.06736753~0.016773924~0.021517057~0.026061337~0.0316699~0.0128417965~0.021052703~0.05726284~0.056231584~0.01813187~0.052876446~0.0471149~0.060931727~0.09996147~0.08785477~0.06300634~0.057925783~0.0361027~0.09229621~0.11829304~0.043175668~0.056067906~0.044420894~0.028935017~0.03595178~0.03271226~0.029630557~0.02284811~0.013629432~0.01010529~0.0057615223~0.0050789425~0.003106509~0.0029292773~0.002662392~0.003509099~0.0030511215~0.0025583438~0.0018324202~0.0014392751~0.0012919934~0.001164992~0.0009284418~0.00063971075~0.00048630242~0.0004058179~0.00040805884~0.00040586025~0.0003249847~0.00023235599~0.00012806225,happiness
-459.0898~79.87609~-0.42296985~9.70764~7.7862926~12.964153~-14.570417~-0.6625078~4.8835397~-6.539124~-4.2710347~7.452712~-1.7918559~-2.094309~2.7993348~1.0934457~0.18562134~1.7088816~1.815066~0.5093662~1.4618582~0.28857502~-0.51838297~1.2274184~-1.4863801~0.87887746~0.08588631~-2.5993092~1.6428719~2.571511~-0.1396087~2.1351793~1.7820401~1.5687653~0.5976161~1.2069302~1.7695948~1.522065~2.2560477~2.5307226,0.71909946~0.69716823~0.661231~0.6348892~0.6467431~0.67476296~0.7045655~0.7293263~0.7385093~0.71968746~0.7151639~0.70634335,0.14693081~0.011025062~0.19509429~1.6211416~1.8942165~1.3953035~1.3235036~1.6736803~2.8746762~1.3349226~1.0135577~2.3093479~5.356533~4.6203732~4.5307155~4.8536325~4.4581895~5.3383255~3.4966652~2.4145656~1.7314236~1.4845126~1.7221913~0.8060542~0.55774134~0.362076~1.0169812~0.7440867~0.20453288~0.15019628~0.2457937~0.28896436~0.18936706~0.14161423~0.23866844~0.38170293~0.11139852~0.030895755~0.10763045~0.23040827~0.07597821~0.034554448~0.06558949~0.1200249~0.0940147~0.09630724~0.08567843~0.07885297~0.07073441~0.13021168~0.1473095~0.29816106~0.29731908~0.32963875~0.29338124~0.20717171~0.14109828~0.09365386~0.101721585~0.10576046~0.11889607~0.16569182~0.14659849~0.11812873~0.13780509~0.1782085~0.15742199~0.11946219~0.13627696~0.1355696~0.10522406~0.05396533~0.020760102~0.010810895~0.004239324~0.0030658473~0.00506502~0.0044014673~0.0042082183~0.0021112203~0.0016213153~0.001723202~0.0013883358~0.0015219515~0.0012798844~0.00094805437~0.0010256051~0.0016157948~0.0020019345~0.0018245496~0.0015167155~0.0013376339~0.0012958028~0.001069013~0.0009814674~0.00095262955~0.0015081394~0.0015839109~0.0014285276~0.0016277226~0.001306926~0.0007331214~0.00055881194~0.00045762467~0.00047566407~0.00054522697~0.0005711122~0.0005518531~0.00058549125~0.0005328034~0.0005076605~0.0005116371~0.000291641~0.00022397986~0.00019304482~0.00015150855~0.00012697045~9.791438e-05~8.9339555e-05~6.4666005e-05~5.0177518e-05~4.103557e-05~3.126394e-05~2.8272323e-05~2.4236495e-05~1.5350803e-05~9.304264e-06~7.64692e-06,happiness
-289.86212~89.55184~-30.915127~6.673719~-21.115324~-21.66457~-35.85091~-0.8844134~-17.901947~-23.811754~-16.149137~-14.116561~-22.442827~-14.482971~-16.403873~-11.183318~-9.533548~-6.3574915~-10.523462~-7.800763~-8.549132~-6.4414787~3.6638172~0.27038544~2.0879033~0.5057114~-3.9355543~-3.9145029~-3.9734678~-3.8413346~1.3143471~5.7330213~3.1347823~2.1942608~3.356712~3.5348933~2.0469804~1.9405794~-2.2396872~-1.3073244,0.58009887~0.47461554~0.3940891~0.3749828~0.41940555~0.5086246~0.53560895~0.48769665~0.46403778~0.4626322~0.52344954~0.6105483,1.531161e-05~4.7693626e-05~0.00030430636~0.03865176~0.29222968~0.75328314~15.395254~34.63934~13.368076~8.220797~26.895874~37.282307~27.292435~14.558219~15.418826~15.904022~8.720008~3.503309~1.3889551~5.3696775~11.783131~17.90456~24.490515~15.864935~12.185614~4.3820424~2.4951596~1.2993867~2.192387~2.4753575~4.207724~8.2575445~5.4392505~7.125696~4.229284~2.8791826~1.1490482~0.31392777~0.18558778~0.11982691~0.1710602~0.6934707~1.2183089~0.9241143~0.7153551~0.3994396~0.12443248~0.34959295~0.56569403~0.3708945~0.13037433~0.22604507~0.5352047~0.13226369~0.071523115~0.086704805~0.2783141~0.29499707~0.22838855~0.2144305~0.08968821~0.08691484~0.10022246~0.20589793~0.27389255~0.19217722~0.1345803~0.2410222~0.41362587~0.34639093~0.26002973~0.2812124~0.24576503~0.25740373~0.31673545~0.2376166~0.123848066~0.10989684~0.083003~0.05880736~0.08039979~0.06853487~0.067816235~0.044302337~0.056638524~0.033467826~0.05209899~0.10669275~0.09308109~0.1452772~0.10676936~0.13983834~0.08296846~0.06357122~0.052681863~0.048816692~0.045963813~0.038834896~0.027887005~0.023803705~0.026789993~0.032265026~0.03008999~0.029781895~0.03103531~0.017867906~0.014075925~0.010393047~0.009909463~0.0077897664~0.0051921923~0.00602496~0.005352798~0.0049999175~0.0035810308~0.002922572~0.0027195609~0.0017891097~0.001428176~0.00086855364~0.0005668646~0.00031583765~0.0001822492~0.00013398378~0.000108083506~6.961301e-05~4.1868407e-05~1.9844314e-05,happiness
-294.9501~94.06002~-56.913097~3.6970105~-23.038395~-16.109167~-39.46426~-21.098448~-17.335697~-31.133135~-23.968334~-16.293013~-18.87478~-21.33248~-6.9152403~-12.129133~-7.322205~5.7733884~-8.348341~7.300762~10.58774~4.712769~2.5376654~6.357734~-0.2887173~-4.3334146~3.322866~4.2292137~1.231834~-3.063876~-2.5999494~-4.435045~-1.9148669~0.3722147~-1.2278684~-0.48648536~-1.5590606~3.8412247~3.5384018~0.81474704,0.43096587~0.39586768~0.36859286~0.35101992~0.37610337~0.40067464~0.4620038~0.56033003~0.6249447~0.586515~0.47394505~0.42773473,1.6289523e-05~0.000333206~0.001649184~0.0030348133~0.0019937516~0.021579713~0.5600421~0.97497714~2.1440032~7.0455832~9.137686~23.069838~54.45544~58.290295~16.096294~2.8282938~1.2635833~6.077874~10.9788~9.816009~8.215389~3.7572043~3.412791~2.2474887~8.156964~5.7847223~7.068065~8.824636~3.4082022~2.4227207~3.103965~7.52031~5.1369762~2.7123494~2.114093~2.0611234~2.3030686~1.2115184~0.51815575~1.3854349~1.1823142~0.48505405~0.41732904~0.41684976~0.5043068~1.0173393~1.0441483~0.6305735~0.83155787~0.46630538~0.35804227~0.39272904~1.556069~0.60163707~0.5118081~1.8741316~0.8300439~0.3551598~0.29000834~0.15858582~0.31696925~0.6106279~0.5802104~0.59297174~0.48012048~0.45513535~0.72403944~0.7708937~0.4453592~0.42071414~0.4227343~0.11201508~0.07286188~0.10053736~0.18900174~0.20136483~0.18892135~0.061042596~0.04123994~0.031468414~0.025355376~0.004804909~0.009398212~0.011671105~0.011133481~0.029084086~0.023282431~0.022086091~0.039035287~0.051243432~0.06820955~0.047891185~0.055216793~0.04964742~0.02276883~0.040665854~0.03051759~0.021140348~0.0196525~0.015218825~0.012836012~0.009518768~0.010486593~0.0063291425~0.003969679~0.002666502~0.0029829955~0.0037045863~0.0034524484~0.0023887877~0.0017638584~0.0012532612~0.0007998151~0.00032264658~0.00041894178~0.0003932674~0.00017525256~0.0003163084~0.00032064767~0.00033751762~0.00024117054~0.0001428667~9.3350405e-05~6.511988e-05~4.728454e-05~3.1296728e-05~1.887387e-05~1.0156609e-05,happiness
-316.05075~100.15055~-28.217218~8.785045~-16.685837~3.5606554~-18.821856~-20.423025~-15.902704~-12.873922~-22.387056~-12.3661785~-7.158417~-10.109851~-6.8707657~-7.529447~-4.677374~-9.477395~-8.8033085~-7.110257~-7.6812935~-5.5131245~-6.8117795~-9.047581~-8.36266~-3.6142616~-5.508522~-6.0353723~-8.306228~-4.9341497~-1.3358595~-2.5468137~0.5012509~-0.14697017~-0.23085196~2.979098~0.22915804~-0.8429471~-3.542775~0.95106363,0.5576972~0.5643058~0.62711626~0.56611204~0.54694164~0.57936484~0.5884656~0.5432136~0.557934~0.5928403~0.6299799~0.60741615,3.098408e-05~0.0015234873~0.035257313~0.22207265~0.924854~1.6966885~3.3196757~3.3842785~1.5818701~1.1706815~2.459238~4.0374155~7.7950673~16.068819~20.851696~21.28547~5.749087~20.3453~23.814257~13.7872925~6.535791~3.8825603~4.8474927~3.3228564~1.903206~1.1638277~0.83489376~0.68304724~0.3821489~0.4189896~1.1685616~1.3792557~0.6644003~0.65541965~0.5278099~0.64016855~1.7125617~2.9639955~2.0414484~0.669173~0.3406236~0.4022324~0.30396575~0.30873322~0.41891068~0.2752112~0.27602914~0.36400312~0.77170163~1.1868784~0.9506738~0.9974436~0.5148965~0.26528367~0.09934142~0.08028444~0.097021535~0.11691587~0.1435175~0.18209553~0.08428927~0.090172715~0.086668886~0.087891676~0.1142602~0.08475871~0.027475452~0.02733439~0.02878164~0.050784044~0.0638368~0.03683728~0.02560244~0.016423495~0.009853972~0.0087420875~0.012840138~0.009476763~0.00993652~0.0162759~0.027134847~0.019931402~0.014317701~0.017269094~0.013372342~0.01650768~0.021331515~0.020476628~0.020415753~0.01803282~0.013257709~0.015651328~0.014008027~0.010870743~0.00969748~0.00937685~0.0077856695~0.0065349084~0.0055360016~0.0052973237~0.004834066~0.005261453~0.0062322738~0.0047898195~0.0038318934~0.002457898~0.0019938876~0.0021488003~0.0021643138~0.0017915592~0.0018406537~0.001901093~0.0017752692~0.0012587305~0.0012038036~0.00088254944~0.00065625634~0.00055956584~0.0003527674~0.000244652~0.00016629702~0.00010329322~8.771951e-05~0.00010342059~8.8202534e-05~6.49786e-05~3.7085923e-05~1.8092527e-05,happiness
